0.064339	0.067503
0.053791	0.056604
0.06469	0.062229
0.056956	0.066448
0.06469	0.067151
0.068909	0.061526
0.072777	0.067503
0.073831	0.065745
0.063636	0.069612
0.069964	0.067151
0.069612	0.069261
0.058713	0.067503
0.079457	0.071722
0.071019	0.071019
0.074886	0.063987
0.063284	0.072777
0.075238	0.082972
0.078402	0.076996
0.069261	0.070667
0.08016	0.074886
0.07348	0.065393
0.076644	0.068909
0.076996	0.075238
0.074886	0.067855
0.083676	0.071722
0.080863	0.081566
0.080511	0.081918
0.068909	0.074183
0.071722	0.077347
0.08473	0.076644
0.083676	0.07348
0.090707	0.078402
0.079105	0.080863
0.08016	0.087894
0.082621	0.082269
0.081918	0.087543
0.090707	0.092465
0.087191	0.078753
0.085785	0.082269
0.075238	0.080511
0.088949	0.093871
0.08473	0.091059
0.083676	0.087894
0.090707	0.086137
0.094574	0.095278
0.088246	0.085082
0.097035	0.097387
0.087543	0.10301
0.094574	0.081214
0.10336	0.093871
0.093168	0.084027
0.094223	0.089652
0.098442	0.097035
0.095981	0.093168
0.091762	0.086137
0.10336	0.092817
0.10231	0.10161
0.094223	0.088598
0.10477	0.099848
0.099848	0.10231
0.10336	0.09809
0.11039	0.091059
0.1002	0.094574
0.10899	0.099497
0.10407	0.10793
0.096684	0.10125
0.11286	0.11004
0.096332	0.1125
0.10758	0.1002
0.099497	0.097387
0.10864	0.097035
0.11004	0.099848
0.10231	0.10372
0.11286	0.10653
0.10969	0.10653
0.11145	0.10653
0.1111	0.10829
0.099848	0.1002
0.11567	0.10055
0.12059	0.1009
0.11004	0.11461
0.11883	0.1118
0.12833	0.10372
0.12094	0.11461
0.1125	0.1111
0.1227	0.11919
0.11813	0.10407
0.11813	0.11391
0.11813	0.10758
0.12587	0.11286
0.11883	0.11286
0.11989	0.11567
0.1227	0.11075
0.13571	0.11743
0.12165	0.12411
0.13184	0.11321
0.13079	0.12727
0.11778	0.11989
0.13008	0.11989
0.12833	0.11602
0.12762	0.12305
0.13571	0.11497
0.1329	0.11532
0.12938	0.12938
0.13747	0.11954
0.13079	0.12692
0.13852	0.13149
0.13008	0.12587
0.13747	0.13114
0.12973	0.13501
0.13501	0.13536
0.14977	0.1336
0.13079	0.13114
0.13395	0.12622
0.1445	0.12903
0.14274	0.13219
0.15118	0.13149
0.14169	0.12938
0.13922	0.1343
0.15083	0.13149
0.1452	0.14063
0.14977	0.13536
0.14872	0.13817
0.14731	0.13641
0.14274	0.12762
0.15434	0.14626
0.14485	0.14169
0.14309	0.1438
0.14591	0.13747
0.14485	0.14098
0.14766	0.13571
0.13747	0.13887
0.14696	0.14555
0.14626	0.13747
0.15188	0.13219
0.13852	0.13606
0.15575	0.15188
0.15188	0.13044
0.15153	0.14696
0.14696	0.15012
0.1445	0.1452
0.15821	0.13395
0.15083	0.14485
0.14063	0.15364
0.15012	0.15012
0.14801	0.14661
0.15505	0.14344
0.16384	0.14028
0.17016	0.13817
0.16243	0.14837
0.167	0.14907
0.16137	0.15469
0.15469	0.14028
0.16102	0.15786
0.16559	0.15434
0.15821	0.14028
0.16454	0.15294
0.16735	0.15399
0.1554	0.15997
0.16419	0.15575
0.16841	0.15786
0.15926	0.15259
0.1677	0.15012
0.1663	0.15715
0.17755	0.16524
0.16384	0.16384
0.17016	0.15786
0.16841	0.15926
0.16067	0.15856
0.16067	0.15856
0.16841	0.15786
0.17333	0.16208
0.17544	0.16454
0.17368	0.17333
0.17263	0.1663
0.17614	0.16735
0.1663	0.16876
0.16946	0.16419
0.18212	0.15364
0.17368	0.17157
0.17719	0.17614
0.17438	0.16595
0.17438	0.17087
0.18071	0.16067
0.16911	0.17825
0.17579	0.16841
0.18352	0.1779
0.1793	0.17016
0.17263	0.17509
0.19126	0.17649
0.1793	0.17122
0.18809	0.16489
0.1902	0.17192
0.19091	0.17614
0.19618	0.17966
0.18212	0.17684
0.18809	0.1677
0.1793	0.17755
0.18985	0.17544
0.19231	0.17368
0.18809	0.18036
0.19899	0.17192
0.19161	0.17052
0.19161	0.18599
0.18352	0.18036
0.1895	0.17895
0.19653	0.17579
0.19372	0.17579
0.19759	0.18739
0.19056	0.18423
0.19653	0.18845
0.20497	0.18282
0.20567	0.18528
0.20356	0.19091
0.20427	0.17755
0.20427	0.18001
0.19337	0.17825
0.2011	0.18423
0.20532	0.18493
0.19723	0.19231
0.20603	0.19407
0.19794	0.19196
0.20005	0.1895
0.20075	0.19829
0.21446	0.18774
0.20392	0.19231
0.19513	0.17825
0.20778	0.18669
0.21024	0.19583
0.22114	0.19934
0.20989	0.19618
0.21271	0.18985
0.21939	0.20145
0.20708	0.19618
0.20567	0.19723
0.21798	0.1997
0.22395	0.2004
0.20673	0.18915
0.20778	0.20286
0.22325	0.20216
0.21657	0.20673
0.22185	0.20462
0.20989	0.20497
0.22185	0.21165
0.21833	0.20427
0.22149	0.20356
0.2236	0.20145
0.22114	0.19794
0.23204	0.20145
0.22993	0.20919
0.22501	0.20216
0.22114	0.20673
0.22677	0.21481
0.2338	0.19864
0.22501	0.2106
0.23275	0.20813
0.2229	0.20778
0.22888	0.20708
0.23942	0.22114
0.23134	0.2106
0.23099	0.20849
0.23064	0.21552
0.24189	0.20356
0.22817	0.22009
0.24189	0.20567
0.23521	0.21763
0.23802	0.21868
0.24575	0.20673
0.23521	0.21165
0.24013	0.21411
0.23064	0.22044
0.23767	0.21728
0.23872	0.2113
0.24189	0.21692
0.24224	0.21728
0.24224	0.21763
0.24259	0.21798
0.24083	0.2236
0.24153	0.21552
0.24716	0.21692
0.23239	0.21692
0.25349	0.21235
0.24962	0.21446
0.24118	0.21868
0.25384	0.22395
0.24505	0.21657
0.25138	0.2222
0.24892	0.22923
0.24575	0.22325
0.25384	0.21903
0.24892	0.22677
0.2563	0.22782
0.25384	0.23204
0.24927	0.22431
0.24189	0.2236
0.24997	0.23239
0.26122	0.23661
0.25946	0.22888
0.25876	0.22185
0.26017	0.22993
0.26228	0.22853
0.25314	0.22853
0.25946	0.23521
0.26017	0.23767
0.26755	0.22712
0.25525	0.23415
0.26228	0.23169
0.26614	0.23872
0.26825	0.23169
0.26509	0.23696
0.26825	0.23661
0.2665	0.22817
0.27071	0.24224
0.26404	0.23837
0.26579	0.22853
0.26685	0.24083
0.27458	0.24118
0.27107	0.24399
0.26228	0.23907
0.27177	0.23802
0.2665	0.23802
0.27529	0.24048
0.27845	0.24189
0.2665	0.23415
0.27388	0.24646
0.26896	0.23978
0.27388	0.24189
0.28372	0.23591
0.27318	0.24575
0.28126	0.23661
0.28126	0.25138
0.28126	0.24751
0.27915	0.24329
0.27036	0.24892
0.27107	0.24118
0.28021	0.25032
0.2897	0.25665
0.28548	0.2447
0.28302	0.25103
0.28372	0.24751
0.2795	0.25384
0.28618	0.24083
0.29427	0.25595
0.289	0.24962
0.29005	0.24716
0.28548	0.24399
0.28267	0.25314
0.29005	0.25665
0.29357	0.24786
0.29427	0.25349
0.29181	0.25067
0.29568	0.25911
0.29638	0.25314
0.30482	0.25138
0.30025	0.25384
0.29708	0.25489
0.29849	0.25946
0.29603	0.25243
0.29568	0.25419
0.29533	0.25349
0.29814	0.25841
0.29954	0.25946
0.29462	0.25243
0.30517	0.25982
0.30095	0.26966
0.29814	0.25982
0.3006	0.24997
0.29744	0.26439
0.30165	0.26298
0.3115	0.26368
0.31361	0.24997
0.30904	0.25876
0.31009	0.26263
0.30341	0.26228
0.30868	0.26755
0.30833	0.26263
0.29779	0.26228
0.31677	0.25982
0.31537	0.26228
0.31748	0.2672
0.31185	0.26087
0.31396	0.25841
0.31572	0.27071
0.3115	0.2672
0.32099	0.27107
0.31677	0.26896
0.31748	0.27142
0.31748	0.27599
0.31572	0.28021
0.32029	0.27282
0.31501	0.27458
0.32345	0.27212
0.32275	0.27458
0.32099	0.27564
0.32064	0.27529
0.32451	0.25946
0.32486	0.28091
0.33048	0.27282
0.33048	0.2679
0.32837	0.2788
0.32064	0.27775
0.33189	0.28372
0.3347	0.27177
0.33259	0.2774
0.33083	0.27529
0.32205	0.27915
0.3333	0.26896
0.32837	0.2781
0.32908	0.2781
0.32732	0.27775
0.33752	0.27986
0.33259	0.28372
0.32943	0.28161
0.33294	0.28056
0.33119	0.28267
0.34068	0.27775
0.33892	0.27634
0.334	0.27845
0.32872	0.28724
0.33365	0.28548
0.32521	0.28829
0.34419	0.28091
0.34349	0.28548
0.34419	0.2788
0.33927	0.28408
0.34419	0.28864
0.35228	0.29322
0.3463	0.28478
0.34349	0.28513
0.35334	0.2897
0.33752	0.28091
0.33541	0.289
0.34947	0.29075
0.33681	0.29146
0.35087	0.28408
0.34982	0.28618
0.35263	0.28091
0.35228	0.29181
0.35966	0.29322
0.3565	0.3006
0.34876	0.30095
0.36423	0.29568
0.35404	0.289
0.35123	0.2904
0.34806	0.29181
0.35791	0.30095
0.35615	0.29251
0.36107	0.29814
0.36037	0.29779
0.35123	0.2904
0.3565	0.29251
0.36459	0.29884
0.35791	0.29146
0.35931	0.29497
0.36845	0.28724
0.36318	0.29568
0.3572	0.29814
0.36318	0.30165
0.35826	0.31044
0.35545	0.30201
0.36845	0.30165
0.36459	0.3013
0.36564	0.29779
0.37408	0.3013
0.36248	0.29884
0.36529	0.29533
0.36353	0.3115
0.37197	0.30693
0.37689	0.30587
0.37162	0.3013
0.3797	0.30798
0.3674	0.30587
0.37865	0.3115
0.38006	0.30271
0.3681	0.30833
0.37443	0.30517
0.37549	0.29708
0.37935	0.30763
0.37443	0.30622
0.37408	0.30517
0.38322	0.30693
0.38814	0.31185
0.39412	0.30693
0.3892	0.3115
0.37513	0.30517
0.38533	0.31994
0.38638	0.31466
0.38779	0.31115
0.38603	0.30763
0.39412	0.31783
0.3906	0.31501
0.38146	0.31079
0.39588	0.31466
0.38287	0.31115
0.38674	0.31361
0.39517	0.30587
0.38779	0.31853
0.38814	0.31783
0.39553	0.31783
0.39764	0.32169
0.38638	0.3224
0.39588	0.31888
0.39939	0.31572
0.39482	0.32732
0.39728	0.32908
0.40361	0.31431
0.40361	0.3122
0.39904	0.31396
0.39799	0.32345
0.40959	0.33224
0.40889	0.32205
0.4015	0.31677
0.4131	0.32872
0.40502	0.32099
0.4131	0.31923
0.40783	0.32908
0.39904	0.32416
0.40642	0.31642
0.40994	0.33154
0.40783	0.32943
0.41064	0.32802
0.4124	0.33154
0.41416	0.32275
0.41275	0.33716
0.40607	0.32626
0.41275	0.3238
0.4131	0.32275
0.41275	0.33189
0.41205	0.32345
0.41275	0.32662
0.40713	0.33681
0.41592	0.32591
0.41135	0.34279
0.40748	0.33435
0.42435	0.33646
0.40678	0.334
0.41592	0.33048
0.41943	0.34314
0.41908	0.34068
0.41592	0.34419
0.42119	0.32662
0.42084	0.33154
0.41662	0.33927
0.41978	0.34279
0.43139	0.34384
0.42576	0.33927
0.41627	0.33927
0.42787	0.34349
0.41873	0.3347
0.41838	0.33294
0.42998	0.34314
0.43314	0.33576
0.42893	0.34068
0.43209	0.33892
0.43103	0.34279
0.43068	0.3449
0.43209	0.33611
0.42682	0.3463
0.43596	0.34208
0.43174	0.35017
0.4342	0.33962
0.43701	0.34876
0.43771	0.34806
0.43174	0.34806
0.43982	0.34244
0.43209	0.34771
0.44123	0.3463
0.43912	0.35404
0.43631	0.34033
0.44439	0.34173
0.43807	0.35158
0.43807	0.34455
0.44123	0.34419
0.4349	0.35087
0.44615	0.34982
0.43842	0.34947
0.43947	0.35896
0.44334	0.34806
0.44299	0.35369
0.45459	0.36318
0.45107	0.3463
0.45037	0.3572
0.4451	0.3558
0.44404	0.35017
0.44615	0.36423
0.45248	0.35896
0.45529	0.36107
0.456	0.35052
0.44791	0.35263
0.45283	0.35193
0.45811	0.34595
0.45318	0.36142
0.45881	0.35756
0.45811	0.35158
0.45986	0.35158
0.45951	0.36318
0.45107	0.36002
0.46584	0.36248
0.45494	0.36494
0.46162	0.36177
0.46162	0.36423
0.46443	0.36072
0.45846	0.3572
0.45986	0.35756
0.46901	0.36002
0.46514	0.36845
0.45951	0.36529
0.45846	0.36388
0.45775	0.3681
0.47569	0.3572
0.47393	0.37338
0.46021	0.36494
0.48342	0.36459
0.46021	0.36318
0.47182	0.36423
0.47111	0.3674
0.46971	0.37162
0.47779	0.36705
0.47006	0.36494
0.48729	0.37091
0.46654	0.37373
0.46971	0.36283
0.47639	0.36634
0.47076	0.36072
0.48272	0.36318
0.48447	0.37619
0.47885	0.37619
0.47955	0.37338
0.48905	0.36986
0.47885	0.37373
0.47076	0.37935
0.47358	0.37478
0.48975	0.37408
0.48588	0.36986
0.48025	0.38076
0.4901	0.38357
0.48342	0.36423
0.48412	0.38252
0.48447	0.37162
0.48905	0.37443
0.48447	0.37162
0.49959	0.36951
0.48447	0.37197
0.49819	0.3776
0.48799	0.38322
0.48905	0.37056
0.49362	0.37689
0.49291	0.37162
0.48623	0.37197
0.49432	0.38076
0.49432	0.38568
0.49326	0.38427
0.5017	0.38392
0.49854	0.37935
0.50205	0.3797
0.49186	0.38849
0.49467	0.38709
0.49924	0.37302
0.49573	0.38041
0.5017	0.37408
0.49959	0.38357
0.50135	0.39096
0.49678	0.38709
0.50627	0.39096
0.49748	0.379
0.49889	0.38674
0.50311	0.39306
0.49502	0.39096
0.49924	0.38779
0.50205	0.39482
0.51049	0.38392
0.50627	0.38392
0.50838	0.38955
0.50944	0.39271
0.49959	0.37724
0.50803	0.38849
0.50768	0.38779
0.50311	0.38216
0.50522	0.38955
0.50944	0.38885
0.50451	0.39096
0.5119	0.39658
0.50662	0.38744
0.51823	0.38427
0.51647	0.39728
0.51155	0.38533
0.50768	0.39096
0.5133	0.39131
0.5126	0.39588
0.52455	0.39025
0.50768	0.39799
0.51612	0.39869
0.51401	0.39588
0.52245	0.39025
0.52209	0.39693
0.51682	0.40326
0.51295	0.39869
0.51963	0.4022
0.53159	0.40291
0.52315	0.39623
0.51893	0.40256
0.51436	0.4022
0.5337	0.39764
0.51858	0.40537
0.5235	0.4008
0.51541	0.39728
0.52596	0.4001
0.52561	0.39764
0.52069	0.39974
0.53088	0.40537
0.53053	0.40748
0.53018	0.40326
0.52912	0.40959
0.54213	0.39447
0.53264	0.40959
0.51998	0.41064
0.52561	0.4022
0.53299	0.40713
0.53299	0.40642
0.52912	0.40713
0.5351	0.40607
0.53264	0.40748
0.52772	0.40291
0.53405	0.41064
0.53334	0.41064
0.54178	0.40818
0.53721	0.40818
0.54002	0.4117
0.53616	0.41205
0.54002	0.40818
0.53334	0.41557
0.54213	0.40959
0.54319	0.40678
0.54178	0.40818
0.54248	0.40853
0.53932	0.41732
0.54248	0.41662
0.5453	0.4124
0.55057	0.40994
0.53405	0.41662
0.54284	0.41135
0.54917	0.41135
0.54917	0.42787
0.54811	0.41557
0.54284	0.42189
0.55022	0.42471
0.54741	0.41803
0.54705	0.42049
0.55373	0.42435
0.54741	0.42119
0.55303	0.42646
0.55338	0.42682
0.55409	0.42295
0.55831	0.4233
0.55585	0.42224
0.56639	0.4233
0.56182	0.42576
0.56393	0.42471
0.55549	0.42506
0.55233	0.42682
0.56604	0.42154
0.56358	0.42998
0.56463	0.42893
0.56253	0.42893
0.56428	0.42822
0.56182	0.42752
0.56463	0.42682
0.55655	0.43103
0.56042	0.42787
0.56112	0.42646
0.56815	0.43385
0.56956	0.43807
0.56745	0.42963
0.5671	0.42822
0.56042	0.43455
0.57202	0.43174
0.57378	0.4226
0.57483	0.43736
0.5685	0.4349
0.57061	0.43525
0.57624	0.43807
0.56534	0.43631
0.56393	0.43385
0.57588	0.43736
0.58151	0.43455
0.57659	0.42998
0.5787	0.43701
0.5787	0.44158
0.57342	0.43701
0.58186	0.43561
0.57413	0.43771
0.57588	0.42576
0.57518	0.42998
0.58186	0.43068
0.58046	0.4451
0.57694	0.43701
0.57975	0.43982
0.58924	0.43561
0.58081	0.43385
0.57483	0.44053
0.57237	0.44228
0.56745	0.44932
0.5787	0.42857
0.57588	0.44439
0.57659	0.44193
0.58256	0.44193
0.57799	0.43666
0.57975	0.44264
0.58467	0.44088
0.58432	0.43596
0.58503	0.44123
0.57729	0.43701
0.58116	0.44545
0.58538	0.43912
0.58292	0.43771
0.58151	0.43455
0.58678	0.43947
0.57729	0.44439
0.57202	0.43596
0.56428	0.4335
0.5801	0.43807
0.5794	0.43842
0.57624	0.4465
0.58186	0.44088
0.58081	0.43947
0.58256	0.43982
0.58819	0.43631
0.57448	0.44334
0.57342	0.45072
0.57905	0.44228
0.5801	0.43701
0.58186	0.43279
0.57096	0.44017
0.57448	0.43701
0.5685	0.43103
0.57553	0.44264
0.57378	0.44615
0.57659	0.44017
0.58081	0.44264
0.58538	0.44334
0.57835	0.42998
0.57553	0.44088
0.56991	0.43947
0.58854	0.44088
0.57659	0.44334
0.58116	0.4349
0.5801	0.44053
0.58221	0.43596
0.56956	0.44193
0.57975	0.43631
0.57588	0.44053
0.57835	0.43947
0.58467	0.43736
0.57835	0.44053
0.57729	0.4465
0.58538	0.44439
0.57342	0.43842
0.57448	0.43525
0.58538	0.44756
0.57483	0.44826
0.57026	0.44228
0.57237	0.44334
0.57764	0.43771
0.58292	0.43912
0.58046	0.44439
0.57694	0.43912
0.58292	0.43314
0.58221	0.44088
0.57413	0.4335
0.58221	0.44897
0.58573	0.44123
0.57764	0.4458
0.57659	0.43877
0.58081	0.44299
0.57729	0.4451
0.57729	0.43912
0.57237	0.43631
0.58362	0.4342
0.56991	0.44545
0.57413	0.43631
0.57588	0.44017
0.57624	0.43561
0.57483	0.44264
0.57975	0.43771
0.57835	0.44123
0.57975	0.43982
0.5896	0.43736
0.57694	0.44193
0.5801	0.43701
0.57764	0.43139
0.57729	0.43842
0.58573	0.44264
0.58573	0.43877
0.58819	0.44404
0.59417	0.4342
0.57799	0.43701
0.58292	0.43736
0.57448	0.44088
0.58256	0.44193
0.5801	0.43982
0.58186	0.43385
0.58046	0.42646
0.57588	0.43982
0.58362	0.43631
0.58151	0.44545
0.58116	0.45037
0.58292	0.44053
0.58292	0.43455
0.57694	0.43314
0.57553	0.43701
0.58995	0.44228
0.56956	0.44369
0.57905	0.43596
0.57975	0.43244
0.58292	0.44123
0.58749	0.44053
0.58221	0.44264
0.58221	0.43807
0.57905	0.44404
0.58819	0.44053
0.57307	0.44264
0.57835	0.44017
0.58819	0.43455
0.58854	0.43244
0.58327	0.44404
0.58608	0.44017
0.59241	0.44088
0.58678	0.44861
0.5801	0.44475
0.58292	0.42963
0.57624	0.42295
0.58221	0.43701
0.5903	0.42435
0.58749	0.44053
0.57905	0.43982
0.59487	0.4342
0.5896	0.42998
0.58397	0.43666
0.58573	0.43279
0.58362	0.4349
0.58116	0.42857
0.59487	0.43209
0.58924	0.43701
0.58362	0.43455
0.59135	0.4335
0.58292	0.43631
0.58046	0.43279
0.57799	0.4342
0.58362	0.43525
0.58467	0.43244
0.58573	0.43701
0.58678	0.42717
0.58749	0.4349
0.58854	0.43244
0.57694	0.44299
0.5787	0.44897
0.58081	0.43209
0.58538	0.43385
0.57975	0.43068
0.57624	0.43174
0.59381	0.44193
0.58116	0.43139
0.58432	0.43525
0.58643	0.42928
0.59452	0.44228
0.59311	0.43701
0.58256	0.4233
0.58467	0.43701
0.58678	0.43209
0.58467	0.43561
0.56815	0.44756
0.58256	0.43174
0.58186	0.43139
0.57553	0.43314
0.58046	0.43771
0.58081	0.43174
0.59206	0.43103
0.58784	0.4349
0.58116	0.43666
0.58467	0.43736
0.58467	0.43279
0.5896	0.43139
0.57799	0.43279
0.58784	0.42787
0.59171	0.42998
0.58749	0.43314
0.58116	0.43561
0.59065	0.43244
0.57799	0.43525
0.58221	0.42857
0.59346	0.43103
0.57835	0.44017
0.58538	0.43771
0.58924	0.44369
0.58573	0.43596
0.58573	0.43666
0.59171	0.43033
0.58538	0.43877
0.57729	0.43068
0.58608	0.4451
0.58362	0.4335
0.58397	0.43068
0.58327	0.43701
0.57905	0.43455
0.58678	0.4342
0.59417	0.43314
0.58432	0.4342
0.58397	0.44017
0.58397	0.43842
0.58362	0.43068
0.58186	0.44053
0.57975	0.4349
0.58292	0.44264
0.57378	0.43842
0.58081	0.42963
0.59065	0.43877
0.58503	0.43666
0.59311	0.44615
0.59065	0.43947
0.58503	0.43068
0.59487	0.43033
0.58678	0.42752
0.58784	0.43244
0.58221	0.43631
0.58924	0.43314
0.58432	0.43842
0.58995	0.43736
0.58186	0.43561
0.5801	0.43139
0.58608	0.43174
0.58116	0.42857
0.59171	0.4226
0.58573	0.4349
0.58327	0.43103
0.58116	0.4349
0.58784	0.43561
0.58397	0.42435
0.591	0.4342
0.58995	0.42928
0.59206	0.42541
0.58995	0.42646
0.58538	0.42471
0.58221	0.43455
0.58362	0.4342
0.57729	0.43525
0.59522	0.43244
0.59311	0.43701
0.57729	0.43666
0.58749	0.4349
0.58889	0.4342
0.6005	0.42646
0.58081	0.4349
0.58643	0.43279
0.58713	0.43385
0.58292	0.42963
0.58186	0.43139
0.58924	0.41943
0.59135	0.43771
0.58713	0.43666
0.58924	0.43314
0.58924	0.43596
0.58924	0.43561
0.58292	0.44158
0.59346	0.42963
0.59206	0.44721
0.58432	0.43455
0.59522	0.44158
0.58186	0.4342
0.58608	0.43033
0.58643	0.43525
0.58327	0.43947
0.58678	0.44053
0.58397	0.43068
0.58292	0.43174
0.58713	0.43666
0.58151	0.43174
0.58749	0.43701
0.5896	0.43103
0.58995	0.43525
0.58678	0.43525
0.58292	0.42857
0.58467	0.44299
0.58116	0.42822
0.57553	0.42646
0.5903	0.43596
0.58397	0.43666
0.5801	0.42893
0.58503	0.43314
0.58397	0.44721
0.58854	0.43877
0.5801	0.42541
0.58784	0.44404
0.5794	0.43455
0.58643	0.44264
0.58713	0.44088
0.58432	0.43455
0.58362	0.44088
0.58643	0.43596
0.58995	0.44264
0.58713	0.43666
0.58151	0.43596
0.5794	0.43103
0.59206	0.43771
0.58467	0.44158
0.58503	0.43314
0.57483	0.43596
0.57799	0.44193
0.58397	0.43596
0.57799	0.43631
0.58362	0.43631
0.58362	0.44193
0.5787	0.42963
0.58538	0.42998
0.58784	0.43455
0.58749	0.4451
0.58397	0.44193
0.59346	0.43068
0.58503	0.43947
0.58221	0.42822
0.58924	0.43561
0.5896	0.43174
0.58889	0.43947
0.58749	0.43244
0.58151	0.42576
0.58362	0.42541
0.58116	0.43947
0.58256	0.43103
0.57835	0.4349
0.58151	0.4349
0.58256	0.43631
0.58995	0.4335
0.59487	0.44334
0.58256	0.43947
0.58221	0.43279
0.5794	0.44053
0.58256	0.42611
0.57553	0.43947
0.59628	0.43385
0.58784	0.44053
0.59557	0.42998
0.58924	0.43068
0.58256	0.42471
0.59346	0.4335
0.58889	0.42998
0.58538	0.42646
0.57764	0.43631
0.58397	0.44017
0.58256	0.43174
0.58713	0.43279
0.58995	0.43771
0.58678	0.43561
0.58292	0.43139
0.58749	0.43771
0.58256	0.44053
0.5903	0.43912
0.58292	0.43174
0.57553	0.43174
0.58538	0.43701
0.58256	0.42893
0.58573	0.43877
0.57342	0.43631
0.58749	0.43314
0.58151	0.43033
0.58432	0.43174
0.58784	0.42506
0.58608	0.43561
0.59452	0.42682
0.58608	0.43701
0.5903	0.43701
0.57694	0.43385
0.57694	0.44123
0.5896	0.43279
0.59838	0.43455
0.58819	0.43209
0.58327	0.43244
0.58116	0.43666
0.59452	0.43385
0.57799	0.43842
0.58538	0.43561
0.58924	0.43068
0.58256	0.43103
0.58397	0.44228
0.58503	0.44756
0.58503	0.42541
0.59452	0.4335
0.59135	0.44088
0.58889	0.43947
0.58292	0.4342
0.58362	0.44017
0.58819	0.43103
0.5801	0.43701
0.5794	0.4335
0.58784	0.43701
0.5903	0.43033
0.58889	0.4349
0.59522	0.43842
0.58397	0.42717
0.58573	0.43912
0.5801	0.43385
0.59381	0.4342
0.59557	0.43666
0.58889	0.43385
0.58467	0.44193
0.58678	0.43666
0.58608	0.43947
0.58713	0.42998
0.59065	0.42717
0.58221	0.43561
0.58678	0.42857
0.57975	0.43807
0.59311	0.43877
0.5794	0.43209
0.58081	0.43736
0.58292	0.43736
0.58573	0.42893
0.58749	0.4349
0.59065	0.44017
0.58889	0.43244
0.58573	0.42928
0.58256	0.43525
0.58784	0.43771
0.59171	0.4342
0.59065	0.43982
